제목,지역,소분류,성별,내용
[굿네이버스 서울] 제11회 희망편지쓰기대회 봉사자 모집 ,서울,구로구,공통," *** 주말 및 공휴일은 봉사활동이 불가능합니다 **** 굿네이버스는?굿네이버스는 1991년 3월 한국인에 의해 설립된 국제구호개발 NGO로, 국내외 소외받고 고통받는 이웃을 위한 사회복지서비스와 구호 및 개발사업을 수행하고 있으며,1996년 국내 최초로 UNECOSOC(유엔경제사회이사회)로부터 NGO최상위 지위인 포괄적 협의지위를 부여받은 국제 전문사회복지 기관입니다.1. 활동기간 : 2019년 3월 4일(월) ~ 6월 27일(목) 중 가능 날짜    - 요일: 월~목 중 선택 가능    - 시간: 9:00~18:00 (해당 시간 중 활동 가능 시간 협의)      * 12~13시 점심시간은 봉사활동시간에서 제외2. 활동장소 : 서울 구로구 가마산로 236 도진빌딩 3층 3. 활동내용 : 제 11회 굿네이버스 희망편지쓰기대회 물품세팅 및 행정업무 4. 모집인원 : 20명 5. 모집대상 : 봉사활동에 관심있는 대학생, 굿네이버스 사업에 관심을 갖고 적극 참여할 의지가 있는 사람 6. 신청방법 : 메일 전송 (seoulcenter@gni.kr) * 굿네이버스 서울본부 홈페이지( http://seoul.goodneighbors.kr) 내 공지사항 서식>> 굿네이버스 서울본부 홈페이지 접속 후, 상단 공지/뉴스 카테고리 > 공지사항 > 봉사활동 신청서 5번글 확인 후, 메일 첨부발송 해 주시면 됩니다.     활동 신청 완료되신 분에게는 SMS 발송 되오니, 확인 해 주시면 됩니다.7. 문 의 : 굿네이버스 서울나눔인성교육센터 이상민 간사 (02-812-2040)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
2019년 울산장애인자립생활센터 상반기 장애인식개선캠페인,울산,남구,공통,2019년 울산장애인자립생활센터 상반기 장애인식개선캠페인1. 일시 : 2019. 4. 20 (토) 12:00~ 17:002. 장소 및 시간 : 울산대공원 동문 분수대 앞3. 활동내용 : 장애인식개선캠페인 보조4. 모집나이 : 20대 ~ 50대 성별 무관5. 모집인원 : 20명※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[굿네이버스 서울] 제11회 희망편지쓰기대회 봉사자 모집 ,서울,구로구,공통," *** 주말 및 공휴일은 봉사활동이 불가능합니다 **** 굿네이버스는?굿네이버스는 1991년 3월 한국인에 의해 설립된 국제구호개발 NGO로, 국내외 소외받고 고통받는 이웃을 위한 사회복지서비스와 구호 및 개발사업을 수행하고 있으며,1996년 국내 최초로 UNECOSOC(유엔경제사회이사회)로부터 NGO최상위 지위인 포괄적 협의지위를 부여받은 국제 전문사회복지 기관입니다.1. 활동기간 : 2019년 3월 4일(월) ~ 6월 27일(목) 중 가능 날짜    - 요일: 월~목 중 선택 가능    - 시간: 9:00~18:00 (해당 시간 중 활동 가능 시간 협의)      * 12~13시 점심시간은 봉사활동시간에서 제외2. 활동장소 : 서울 구로구 가마산로 236 도진빌딩 3층 3. 활동내용 : 제 11회 굿네이버스 희망편지쓰기대회 물품세팅 및 행정업무 4. 모집인원 : 00명 5. 모집대상 : 봉사활동에 관심있는 대학생, 굿네이버스 사업에 관심을 갖고 적극 참여할 의지가 있는 사람 6. 신청방법 : 메일 전송 (seoulcenter@gni.kr) * 굿네이버스 서울본부 홈페이지( http://seoul.goodneighbors.kr) 내 공지사항 서식>> 굿네이버스 서울본부 홈페이지 접속 후, 상단 공지/뉴스 카테고리 > 공지사항 > 봉사활동 신청서 5번글 확인 후, 메일 첨부발송 해 주시면 됩니다.     활동 신청 완료되신 분에게는 SMS 발송 되오니, 확인 해 주시면 됩니다.7. 문 의 : 굿네이버스 서울나눔인성교육센터 이상민 간사 (02-812-2040)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
멘토링 자원봉사자 모집 ,서울,도봉구,남,"도봉장애인종합복지관에서 멘토링 자원봉사자를 모집합니다.1. 활동내용 : 학습 및 학교생활에 대한 전반적인 멘토링(상담)2. 활동시간 : 3월~12월 매 주 화, 목 16시~17시   (주1~2회)3. 모집대상 : 남자 대학생 선호4. 담당 : 02-6952-1742※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
청예단(청소년폭력예방재단) 본부 사무행정 봉사자 모집,서울,서초구,공통,"푸른나무 청예단(청소년폭력예방재단)은 학교폭력의 피해로 외아들을 잃은 아버지가 우리나라 최초로 학교폭력의 심각성을 시민사회에 알리고 학교폭력 예방과 치료를 위한 활동을 목적으로 설립된 UN경제사회이사회에서 특별협의지위를 부여받은 청소년 NGO입니다. *봉사내용: 컴퓨터 문서작업, 문서정리 등 행정(사무보조) 봉사활동*봉사장소: 푸른나무 청예단 본부(교대역 14번 출구 320m)*봉사인원: 1일 1명*봉사일자: ~6/28(금) 중 가능한 일시 협의 *봉사시간: 09:00-18:00 / 1일 8시간 or 오전(오후) 반일*지원자격: 20세 성인 이상*신청방법 ⓐvms신청 후 ⓑ직통번호로 전화(070-5202-4004) 활동 일시 협의*기타사항 - 봉사일자 내 정기 또는 수시 봉사 모두 가능함. 전화문의 바람. - 정기 봉사자를 우대함. - vms 신청 후 반드시 담당자에게 봉사 일시를 전화 협의해야 함. - 담당자 직통번호 ☎070-5202-4004 - 주말 및 공휴일 활동 제외 - 사내 구내 식당 없음. 개별 해결.※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[굿네이버스 서울동부] 희망편지쓰기대회 봉사자를 모집합니다.,서울,노원구,공통,"제11회 희망편지쓰기대회 봉사자를 모집합니다.1) 일시 : 2019.03.18 ~ 2019.05.312) 시간 : 평일 10:00 ~ 18:00(일부시간 활동 가능/ 하루 2시간 이상)3) 장소 : 서울시 노원구 노원로 236, 2층 굿네이버스4) 봉사내용 : 희망편지쓰기대회 물품 셋팅5) 신청방법 : sychoi@gni.kr 로 [이름/성별/연락처/생년월일/봉사가능요일/봉사가능시간/VMS아이디] 를 보내주세요. ex) 김00/여/010-0000-0000/970101/13시~18시/gn1234567※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[월드비전] 아동서신 관련 기관 방문 사무 봉사자 모집 ,서울,영등포구,공통,"* 활동명 : [월드비전] 해외아동서신 관련 기관 방문 사무 봉사자 모집 * 장   소 : 여의도 월드비전 건물 8층 (서울시 영등포구 여의나루로 77-1)* 역   할 : 해외아동 및 후원자 서신 발송을 위한 바코드 작업, 물품 분류 등의 기타 사무* 모집인원 : 총 2명* 자격 조건:(1) 중학생 이상 (2) 주 1회 이상, 2개월 이상 봉사 가능하신 분 (3) 성실하게 봉사 가능하신 분(4) 컴퓨터 작업 가능자* 봉사시간:(1) 월~금 오전 (09:30 ~ 12:00) 혹은 오후 (13:30 ~ 16:30) 중 선택(2) 사정에 따라 시간은 조정될 수 있으며, 토요일, 일요일은 봉사가 없습니다.* 비   고   - 봉사자는 선착순으로 선발되며, 개별연락 드립니다.   - VMS 또는 기관봉사확인증을 발급해드립니다.   - 간식을 제공해드립니다. * 문    의 : 02-2078-7253※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[굿네이버스 서울] 제11회 희망편지쓰기대회 봉사자 모집,서울,구로구,공통," *** 주말 및 공휴일은 봉사활동이 불가능합니다 **** 굿네이버스는?굿네이버스는 1991년 3월 한국인에 의해 설립된 국제구호개발 NGO로, 국내외 소외받고 고통받는 이웃을 위한 사회복지서비스와 구호 및 개발사업을 수행하고 있으며,1996년 국내 최초로 UNECOSOC(유엔경제사회이사회)로부터 NGO최상위 지위인 포괄적 협의지위를 부여받은 국제 전문사회복지 기관입니다.1. 활동기간 : 2019년 3월 4일(월) ~ 6월 27일(목) 중 가능 날짜    - 요일: 월~목 중 선택 가능    - 시간: 9:00~18:00 (해당 시간 중 활동 가능 시간 협의 / 신청서에 가능시간 기입 후 메일발송, 신청가능)      * 12~13시 점심시간은 봉사활동 시간으로 포함되지 않습니다.2. 활동장소 : 서울 구로구 가마산로 236 도진빌딩 3층 (구로구청 맞은편) 3. 활동내용 : 제 11회 굿네이버스 희망편지쓰기대회 물품세팅 및 행정업무 4. 모집인원 : 0명 / 친구와 동반, 함께 참여 가능, 단순 행정 보조작업 5. 모집대상 : 봉사활동에 관심있는 대학생, 굿네이버스 사업에 관심을 갖고 적극 참여할 의지가 있는 사람 6. 신청방법 : 메일 전송 (seoulcenter@gni.kr) * 굿네이버스 서울본부 홈페이지( http://seoul.goodneighbors.kr) 내 공지사항 서식 첨부 발송 7. 문 의 : 굿네이버스 서울나눔인성교육센터 이상민 간사 (02-812-2040)※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
월드비전 꿈디자이너 직업인 봉사자 모집,광주,서구,공통,안녕하세요!월드비전 무진종합사회복지관 입니다.월드비전에서는 저소득 청소년들에게 꿈과 비전을 스스로 설계할 수 있도록 돕는 꿈디자이너 프로그램을 실시하고 있습니다.이에 아이들이 직업인을 직접 만나 이야기를 나누고 직업에 대해 이해할 수 있는 시간을 가지고 있습니다.다양한 분야에서 일하고 있는 직업인분들의 많은 관심을 부탁드립니다.일 시 : 연중실시(토요일 실시) / 약 1시간장 소 : 복지관 또는 실제직업현장대 상 : 저소득 청소년 10명내외(중1-2)내 용 : 직업소개 및 인터뷰(질문) / PPT제작발표(선택)봉사신청 후 아래 연락처로 꼭 연락 주세요^^※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)
[굿네이버스] 경기1본부 펀드레이징 분야 NGO봉사단 2기 모집,경기,성남시,공통,"[특전]-직접 캠페이너로서 굿네이버스 사업에 대해 이해하고 체험할 수 있는 절호의 기회!-뻔~~한 활동이 아닌 나만의 스토리를 만들 수 있는 기회!-말로만 들었던 어려운 펀드레이징을 쉽게 재밌게 알 수 있는 기회!-유쾌한 굿네이버스 직원이 전해주는 입사 노하우 및 꿀팁 제공 기회! [모집인원] 00명 [모집대상]-굿네이버스 사업 및 국제구호개발 NGO활동에 관심이 있는 분-NGO봉사단 활동기간을 성실히 완수할 수 있는 분-굿네이버스 사업 안내에 대해 적극적이고 열정적으로 임할 수 있는 분-봉사정신과 책임감이 강하며 범죄 경력이 없는 자-대학교 재학생, 복학생, 휴학생, 졸업생 등 학력, 거주지역 무관 [활동기간] 13:00-18:00(5시간)/주1~2회(월~금요일 중 선택) [NGO봉사단 활동 혜택]-봉사시간 인증(VMS) 및 NGO봉사단 수료증 지급-굿네이버스 입사 Pre인턴십 제공 (차등 지급)-NGO단체 캠페이너 활동 경험-굿네이버스 사업 및 NGO관련 교육 제공 [활동내용]-국내외 아이들의 좋은 변화를 만들어 가기 위한 주1회 캠페이너-굿네이버스가 다루고 있는 국내 및 국제이슈를 통한 나눔문화 캠페인 진행-굿네이버스 내 사업 및 행사 참여-거리시민들이 나눔에 동참할 수 있도록 적극적인 캠페이너 활동-SNS를 통한 굿네이버스 홍보활동 [접수 및 문의방법]-접수: VMS 신청-문의: 굿네이버스 경기1본부 031-778-7020 *굿네이버스와 함께 세상을 위한 좋은변화를 이루어가는데 동참해주실 여러분들의 적극적인 참여 부탁드립니다*※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[2019년 대학생 홍보 서포터즈 2기] 모집,부산,부산진구,공통,"반갑습니다.본 회관은 부산진구 가야동에 위치한 노인복지관으로,아래와 같이 대학생 홍보 서포터즈 자원봉사자를 모집하고자 하오니,많은 관심과 참여 부탁드립니다^^ [2019년 대학생 홍보 서포터즈 2기] 모집 안내 ◆ 모집대상 : 재학중인 대학생 25명◆ 모집기간 : 2019년 3월 25일(월) ~ 4월 2일(화) 24시까지◆ 지원자격   - 홍보, 자원봉사활동에 관심 있는 대학생   - 부산에서 재학중인 책임감 강한 대학생   - 월 2회(평일)이상 활동 가능한 적극적인 대학생   - SNS를 사용하는 대학생◆ 지원방법  기관 홈페이지(www.다사랑시니어.org)  [알림마당-공지사항] or 팝업창 클릭-게시글 연결  첨부파일 신청서 다운 후, 작성하여,  dasarang2015@daum.net 메일 발송   (*VMS 신청은 신청이 된 것이 아니므로, 꼭 지원방법에 따라 신청해주세요~)◆ 활동기간 : 2019년 4월~11월◆ 주요활동   - 발대식(3월 말 계획)   - 홍보교육(연 2회)   - 프로그램 및 행사 참관   - 홍보/모금 캠페인   - 온라인 홍보활동(SNS)   - 활동보고회(격월, 연 4회)   - 평가회(11월 말 계획)◆ 활동혜택  - VMS 봉사시간 인증  - 임명장 수여  - 소정의 기념품 제공◆ 문의전화 : 051-891-1743~5(김현주사회복지사)？* 전화문의시 반드시 봉사명과 담당자명을 말씀해주세요!!※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
