제목,지역,소분류,성별,내용
제7기 나누미리더 모집(대한적십자사 인천혈액원) ,인천,서구,공통,"대한적십자사 인천혈액원에서 정기적으로 헌혈 관련 봉사활동을 리드하고 탁월한 리더십을 발휘하여헌혈문화 확산에 기여할 수 있는 “나누미리더”를 아래와 같이 모집하오니 많은 신청 바랍니다.1. 모집대상가. 인천.부천.광명지역 고등학생 및 대학생(휴학생 포함)나. 헌혈에 대한 열정적인 관심과 창의적이고 적극적으로 캠페인 리더 역할을 수행할 리더십이 있는 자2. 모집인원 : 30명 내외 ※ 단 신청 상황에 따라 변동될 수 있음3. 활동기간 : 2019. 5월 ~ 2020. 2월(10개월)4. 활동내용가. 인근 헌혈의집, 소속 단체(고교,대학), 기타 장소에서 헌혈캠페인 리더역할 수행나. 헌혈 홍보.캠페인 리더 역할 수행을 통하여 발전적 헌혈활성화 방안 제안다. 인천혈액원 대외 헌혈홍보 행사 참여5. 활동혜택가. 우수 나누미리더 대한적십자사 인천혈액원장 표창 수여나. 나누미리더 활동 인증서 발급다. 헌혈캠페인 활동시간 봉사시간 인정(VMS)라. 월별 우수활동 나누미리더 포상6. 모집기간 : 2019. 4. 5(금) ~ 4.28(일)7. 지원방법 : 첨부파일 ‘제7기 나누미리더 신청서’ 작성 후 이메일 제출(이메일주소 : kirisimarim@redcross.or.kr)8. 결과 발표 : 2019. 5. 3(금) 17:00 개별 연락9. 기타문의 : 인천혈액원 헌혈지원팀 김학경 ☎ 032-810-1378※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
제7기 나누미리더 모집(대한적십자사 인천혈액원) ,인천,계양구,공통,"대한적십자사 인천혈액원에서 정기적으로 헌혈 관련 봉사활동을 리드하고 탁월한 리더십을 발휘하여헌혈문화 확산에 기여할 수 있는 “나누미리더”를 아래와 같이 모집하오니 많은 신청 바랍니다.1. 모집대상가. 인천.부천.광명지역 고등학생 및 대학생(휴학생 포함)나. 헌혈에 대한 열정적인 관심과 창의적이고 적극적으로 캠페인 리더 역할을 수행할 리더십이 있는 자2. 모집인원 : 30명 내외 ※ 단 신청 상황에 따라 변동될 수 있음3. 활동기간 : 2019. 5월 ~ 2020. 2월(10개월)4. 활동내용가. 인근 헌혈의집, 소속 단체(고교,대학), 기타 장소에서 헌혈캠페인 리더역할 수행나. 헌혈 홍보.캠페인 리더 역할 수행을 통하여 발전적 헌혈활성화 방안 제안다. 인천혈액원 대외 헌혈홍보 행사 참여5. 활동혜택가. 우수 나누미리더 대한적십자사 인천혈액원장 표창 수여나. 나누미리더 활동 인증서 발급다. 헌혈캠페인 활동시간 봉사시간 인정(VMS)라. 월별 우수활동 나누미리더 포상6. 모집기간 : 2019. 4. 5(금) ~ 4.28(일)7. 지원방법 : 첨부파일 ‘제7기 나누미리더 신청서’ 작성 후 이메일 제출(이메일주소 : kirisimarim@redcross.or.kr)8. 결과 발표 : 2019. 5. 3(금) 17:00 개별 연락9. 기타문의 : 인천혈액원 헌혈지원팀 김학경 ☎ 032-810-1378 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
7기 나누미리더 모집(대한적십자사 인천혈액원) ,인천,부평구,공통,"대한적십자사 인천혈액원에서 정기적으로 헌혈 관련 봉사활동을 리드하고 탁월한 리더십을 발휘하여헌혈문화 확산에 기여할 수 있는 “나누미리더”를 아래와 같이 모집하오니 많은 신청 바랍니다.1. 모집대상가. 인천.부천.광명지역 고등학생 및 대학생(휴학생 포함)나. 헌혈에 대한 열정적인 관심과 창의적이고 적극적으로 캠페인 리더 역할을 수행할 리더십이 있는 자2. 모집인원 : 30명 내외 ※ 단 신청 상황에 따라 변동될 수 있음3. 활동기간 : 2019. 5월 ~ 2020. 2월(10개월)4. 활동내용가. 인근 헌혈의집, 소속 단체(고교,대학), 기타 장소에서 헌혈캠페인 리더역할 수행나. 헌혈 홍보.캠페인 리더 역할 수행을 통하여 발전적 헌혈활성화 방안 제안다. 인천혈액원 대외 헌혈홍보 행사 참여5. 활동혜택가. 우수 나누미리더 대한적십자사 인천혈액원장 표창 수여나. 나누미리더 활동 인증서 발급다. 헌혈캠페인 활동시간 봉사시간 인정(VMS)라. 월별 우수활동 나누미리더 포상6. 모집기간 : 2019. 4. 5(금) ~ 4.28(일)7. 지원방법 : 첨부파일 ‘제7기 나누미리더 신청서’ 작성 후 이메일 제출(이메일주소 : kirisimarim@redcross.or.kr)8. 결과 발표 : 2019. 5. 3(금) 17:00 개별 연락9. 기타문의 : 인천혈액원 헌혈지원팀 김학경 ☎ 032-810-1378※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
제7기 나누미리더 모집(대한적십자사 인천혈액원) ,인천,연수구,공통,"대한적십자사 인천혈액원에서 정기적으로 헌혈 관련 봉사활동을 리드하고 탁월한 리더십을 발휘하여헌혈문화 확산에 기여할 수 있는 “나누미리더”를 아래와 같이 모집하오니 많은 신청 바랍니다.1. 모집대상가. 인천.부천.광명지역 고등학생 및 대학생(휴학생 포함)나. 헌혈에 대한 열정적인 관심과 창의적이고 적극적으로 캠페인 리더 역할을 수행할 리더십이 있는 자2. 모집인원 : 30명 내외 ※ 단 신청 상황에 따라 변동될 수 있음3. 활동기간 : 2019. 5월 ~ 2020. 2월(10개월)4. 활동내용가. 인근 헌혈의집, 소속 단체(고교,대학), 기타 장소에서 헌혈캠페인 리더역할 수행나. 헌혈 홍보.캠페인 리더 역할 수행을 통하여 발전적 헌혈활성화 방안 제안다. 인천혈액원 대외 헌혈홍보 행사 참여5. 활동혜택가. 우수 나누미리더 대한적십자사 인천혈액원장 표창 수여나. 나누미리더 활동 인증서 발급다. 헌혈캠페인 활동시간 봉사시간 인정(VMS)라. 월별 우수활동 나누미리더 포상6. 모집기간 : 2019. 4. 5(금) ~ 4.28(일)7. 지원방법 : 첨부파일 ‘제7기 나누미리더 신청서’ 작성 후 이메일 제출(이메일주소 : kirisimarim@redcross.or.kr)8. 결과 발표 : 2019. 5. 3(금) 17:00 개별 연락9. 기타문의 : 인천혈액원 헌혈지원팀 김학경 ☎ 032-810-1378※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
제7기 나누미리더 모집(대한적십자사 인천혈액원) ,인천,남동구,공통,"대한적십자사 인천혈액원에서 정기적으로 헌혈 관련 봉사활동을 리드하고 탁월한 리더십을 발휘하여헌혈문화 확산에 기여할 수 있는 “나누미리더”를 아래와 같이 모집하오니 많은 신청 바랍니다.1. 모집대상가. 인천.부천.광명지역 고등학생 및 대학생(휴학생 포함)나. 헌혈에 대한 열정적인 관심과 창의적이고 적극적으로 캠페인 리더 역할을 수행할 리더십이 있는 자2. 모집인원 : 30명 내외 ※ 단 신청 상황에 따라 변동될 수 있음3. 활동기간 : 2019. 5월 ~ 2020. 2월(10개월)4. 활동내용가. 인근 헌혈의집, 소속 단체(고교,대학), 기타 장소에서 헌혈캠페인 리더역할 수행나. 헌혈 홍보.캠페인 리더 역할 수행을 통하여 발전적 헌혈활성화 방안 제안다. 인천혈액원 대외 헌혈홍보 행사 참여5. 활동혜택가. 우수 나누미리더 대한적십자사 인천혈액원장 표창 수여나. 나누미리더 활동 인증서 발급다. 헌혈캠페인 활동시간 봉사시간 인정(VMS)라. 월별 우수활동 나누미리더 포상6. 모집기간 : 2019. 4. 5(금) ~ 4.28(일)7. 지원방법 : 첨부파일 ‘제7기 나누미리더 신청서’ 작성 후 이메일 제출(이메일주소 : kirisimarim@redcross.or.kr)8. 결과 발표 : 2019. 5. 3(금) 17:00 개별 연락9. 기타문의 : 인천혈액원 헌혈지원팀 김학경 ☎ 032-810-1378※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
제7기 나누미리더 모집(대한적십자사 인천혈액원) ,인천,미추홀구,공통,"대한적십자사 인천혈액원에서 정기적으로 헌혈 관련 봉사활동을 리드하고 탁월한 리더십을 발휘하여헌혈문화 확산에 기여할 수 있는 “나누미리더”를 아래와 같이 모집하오니 많은 신청 바랍니다.1. 모집대상가. 인천.부천.광명지역 고등학생 및 대학생(휴학생 포함)나. 헌혈에 대한 열정적인 관심과 창의적이고 적극적으로 캠페인 리더 역할을 수행할 리더십이 있는 자2. 모집인원 : 30명 내외 ※ 단 신청 상황에 따라 변동될 수 있음3. 활동기간 : 2019. 5월 ~ 2020. 2월(10개월)4. 활동내용가. 인근 헌혈의집, 소속 단체(고교,대학), 기타 장소에서 헌혈캠페인 리더역할 수행나. 헌혈 홍보.캠페인 리더 역할 수행을 통하여 발전적 헌혈활성화 방안 제안다. 인천혈액원 대외 헌혈홍보 행사 참여5. 활동혜택가. 우수 나누미리더 대한적십자사 인천혈액원장 표창 수여나. 나누미리더 활동 인증서 발급다. 헌혈캠페인 활동시간 봉사시간 인정(VMS)라. 월별 우수활동 나누미리더 포상6. 모집기간 : 2019. 4. 5(금) ~ 4.28(일)7. 지원방법 : 첨부파일 ‘제7기 나누미리더 신청서’ 작성 후 이메일 제출(이메일주소 : kirisimarim@redcross.or.kr)8. 결과 발표 : 2019. 5. 3(금) 17:00 개별 연락9. 기타문의 : 인천혈액원 헌혈지원팀 김학경 ☎ 032-810-1378※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
제7기 나누미리더 모집(대한적십자사 인천혈액원),인천,동구,공통,"대한적십자사 인천혈액원에서 정기적으로 헌혈 관련 봉사활동을 리드하고 탁월한 리더십을 발휘하여헌혈문화 확산에 기여할 수 있는 “나누미리더”를 아래와 같이 모집하오니 많은 신청 바랍니다.1. 모집대상가. 인천.부천.광명지역 고등학생 및 대학생(휴학생 포함)나. 헌혈에 대한 열정적인 관심과 창의적이고 적극적으로 캠페인 리더 역할을 수행할 리더십이 있는 자2. 모집인원 : 30명 내외 ※ 단 신청 상황에 따라 변동될 수 있음3. 활동기간 : 2019. 5월 ~ 2020. 2월(10개월)4. 활동내용가. 인근 헌혈의집, 소속 단체(고교,대학), 기타 장소에서 헌혈캠페인 리더역할 수행나. 헌혈 홍보.캠페인 리더 역할 수행을 통하여 발전적 헌혈활성화 방안 제안다. 인천혈액원 대외 헌혈홍보 행사 참여5. 활동혜택가. 우수 나누미리더 대한적십자사 인천혈액원장 표창 수여나. 나누미리더 활동 인증서 발급다. 헌혈캠페인 활동시간 봉사시간 인정(VMS)라. 월별 우수활동 나누미리더 포상6. 모집기간 : 2019. 4. 5(금) ~ 4.28(일)7. 지원방법 : 첨부파일 ‘제7기 나누미리더 신청서’ 작성 후 이메일 제출(이메일주소 : kirisimarim@redcross.or.kr)8. 결과 발표 : 2019. 5. 3(금) 17:00 개별 연락9. 기타문의 : 인천혈액원 헌혈지원팀 김학경 ☎ 032-810-1378※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
제7기 나누미리더 모집(대한적십자사 인천혈액원),인천,중구,공통,"대한적십자사 인천혈액원에서 정기적으로 헌혈 관련 봉사활동을 리드하고 탁월한 리더십을 발휘하여헌혈문화 확산에 기여할 수 있는 “나누미리더”를 아래와 같이 모집하오니 많은 신청 바랍니다.1. 모집대상가. 인천.부천.광명지역 고등학생 및 대학생(휴학생 포함)나. 헌혈에 대한 열정적인 관심과 창의적이고 적극적으로 캠페인 리더 역할을 수행할 리더십이 있는 자2. 모집인원 : 30명 내외 ※ 단 신청 상황에 따라 변동될 수 있음3. 활동기간 : 2019. 5월 ~ 2020. 2월(10개월)4. 활동내용가. 인근 헌혈의집, 소속 단체(고교,대학), 기타 장소에서 헌혈캠페인 리더역할 수행나. 헌혈 홍보.캠페인 리더 역할 수행을 통하여 발전적 헌혈활성화 방안 제안다. 인천혈액원 대외 헌혈홍보 행사 참여5. 활동혜택가. 우수 나누미리더 대한적십자사 인천혈액원장 표창 수여나. 나누미리더 활동 인증서 발급다. 헌혈캠페인 활동시간 봉사시간 인정(VMS)라. 월별 우수활동 나누미리더 포상6. 모집기간 : 2019. 4. 5(금) ~ 4.28(일)7. 지원방법 : 첨부파일 ‘제7기 나누미리더 신청서’ 작성 후 이메일 제출(이메일주소 : kirisimarim@redcross.or.kr)8. 결과 발표 : 2019. 5. 3(금) 17:00 개별 연락9. 기타문의 : 인천혈액원 헌혈지원팀 김학경 ☎ 032-810-1378 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
초록우산 아동권리옹호 서포터즈,세종,연기면,공통,"1. 모집인원: 총 10명2. 모집기간: 2019년 4월 26일까지3. 모집대상: 아동권리에 관심 있는 청춘남녀(대학생, 휴학생, 취업준비생)                - 반짝반짝 아이디어를 가진 청춘 남녀                - 아이들을 사랑하며 단체활동에 관심이 있는 청춘 남녀                 #봉사동아리 등 단체신청 좋습니다.4. 활동내용: 아동권리의식 증진을 위한 전반적인 활                (정책모니터링, 지역사회 이슈 도출, 정책제안 등)5. 봉사장소: 초록우산 어린이재단 세종아동옹호센터 세종시 한누리대로 2150, 스마트허브1 406호 (세종시청 옆)6. 문의: 초록우산 어린이재단 세종아동옹호센터 이진 과장  044-865-5527※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
[서울재활협회] 감동의 마라톤 자원봉사자 모집(4/20),서울,영등포구,공통,"1. 활동 내용  ※ 장애인 참가자가 많기 때문에 주의요망. - 대 회 명: 제3회 S-OIL과 함께하는 ‘감동의 마라톤’    (http://감동의마라톤.com)- 접수처: 현장 접수인원 확인 및 물품 전달- 출발 및 골인지: 출발 전/후 집결지 통제, 참가자 질서유지- 골인 급수대: 완주자들 물 제공- 간식 배부처: 완주자들 간식 제공- 물품보관소: 참가자 물품을 수령 및 전달, 보관하는 업무 수행- 탈의실: 질서유지, 비닐백 배포- 주로(코스)내 각 교차로 및 골목 차량 통행 안내 및 선수 주로 안내- 5km지점 이후부터 매 5km마다 급수 및 스펀지대 설치 및 선수음료제공- 마라톤 참가자(장애인, 비장애인) 기타 지원 활동2. 모집기간- 2019.03.04.(월)~2018.04.18.(목) 3. 모집인원- 100명 4. 모집대상- 성별 무관. (단, 연령 14세~40세)※봉사자 모집에 어려움이 있어 4/1(월)부터 중학생 봉사자도 신청 받고 있습니다.  5. 모임장소- 여의도 이벤트광장(집결지)(지하철 5호선 여의나루역 2번 출구)6. 모임시간- 2019.04.20.(토), 오전 7시(10분 전까지 도착) 7. 활동날짜 및 시간- 2019.04.20.(토), 오전 7시~오후 1시(총 6시간) 8. 신청방법- 담당자에게 아래 개인 신상 정보 이메일(rikorea-seoul@naver.com) 전달※ 이름/ 성별/ 연령/ 연락처/ 이메일 주소/ 장애유무/ VMS ID 전달  →개인 신상 정보 이메일 미전달시 최종 접수가 안된 상태이므로, 꼭 메일로 별도 전달 부탁드립니다. - 접수 후 확정된 봉사자는 개인 연락처로 회신 4/18(목) 예정 9. 기타- 제공사항: 중식, 간식, 물- 지인 및 친구, 동아리 등 단체신청 가능문의) 서울특별시장애인재활협회, 봉사담당 정혜정 02-2637-4162 ※ 자원봉사희망자 정보는 신청자와 관리센터만 볼 수 있습니다.(로그인 필요)"
